jaar#atclaatst#atclaatst_naam_tekst#vergoeding#gebruikers#uitgiftes#DDD#vergoeding_per_gebruiker#vergoeding_per_uitgifte#uitgifte_per_gebruiker#DDD_per_uitgifte#vergoeding_per_DDD#DDD_per_gebruiker
2017 #A01AA03 #Olaflur #30173 #14792 #15821 #614530 #2.04 #1.91 #1.07 #38.84 #0.05 #41.55
2017 #A01AA51 #Natriumfluoride  combinatiepreparaten #25 #1 #1 #500 #24.52 #24.52 #1 #500 #0.05 #500
2017 #A01AB13 #Tetracycline #21716 #651.6 #837 #12723 #33.33 #25.96 #1.28 #15.21 #1.71 #19.53
2017 #A01AC01 #Triamcinolon #69709 #2828 #3891 #125950 #24.65 #17.92 #1.38 #32.37 #0.55 #44.53
2017 #A01AC02 #Dexamethason #64741 #461.2 #1128 #580240 #140.4 #57.37 #2.45 #514.2 #0.11 #1258
2017 #A01AC__ #Corticosteroiden voor lokaal gebruik in de mond #238850 #1844 #3848 #736170 #129.5 #62.07 #2.09 #191.3 #0.32 #399.2
2017 #A01AD11 #Diverse middelen #529660 #15100 #16848 #3412600 #35.08 #31.44 #1.12 #202.6 #0.16 #226
2017 #A02AA03 #Magnesiumperoxide #89 #1 #1 #250 #88.61 #88.61 #1 #250 #0.35 #250
2017 #A02AC01 #Calciumcarbonaat #120 #3.06 #6 #2295 #39.33 #19.49 #2.02 #371.3 #0.05 #749.3
2017 #A02AH__ #Antacida met natriumwaterstofcarbonaat #41 #4 #6 #1200 #10.24 #6.82 #1.5 #200 #0.03 #300
2017 #A02BA01 #Cimetidine #95016 #2291 #6434 #321640 #41.47 #14.77 #2.81 #49.99 #0.3 #140.4
2017 #A02BA02 #Ranitidine #2182400 #94328 #498490 #17559700 #23.14 #4.38 #5.28 #35.23 #0.12 #186.2
2017 #A02BA03 #Famotidine #173270 #1469 #9705 #430250 #118 #17.85 #6.61 #44.33 #0.4 #292.9
2017 #A02BA04 #Nizatidine #34555 #182 #1036 #42002 #189.9 #33.34 #5.7 #40.53 #0.82 #230.8
2017 #A02BB01 #Misoprostol #96963 #8351 #10275 #26840 #11.61 #9.44 #1.23 #2.61 #3.61 #3.21
2017 #A02BC01 #Omeprazol #13937700 #1090000 #7738500 #439592900 #12.78 #1.8 #7.1 #56.81 #0.03 #403.2
2017 #A02BC02 #Pantoprazol #6522300 #855820 #7877600 #229347200 #7.62 #0.83 #9.2 #29.11 #0.03 #268
2017 #A02BC03 #Lansoprazol #231400 #11505 #77115 #3665700 #20.11 #3 #6.7 #47.54 #0.06 #318.6
2017 #A02BC04 #Rabeprazol #862310 #27261 #191850 #9131800 #31.63 #4.49 #7.04 #47.6 #0.09 #335
2017 #A02BC05 #Esomeprazol #9419600 #204480 #1561000 #80079100 #46.07 #6.03 #7.63 #51.3 #0.12 #391.6
2017 #A02BD04 #Pantoprazol  amoxicilline en claritromycine #1233700 #17543 #18208 #132150 #70.32 #67.75 #1.04 #7.26 #9.34 #7.53
2017 #A02BX02 #Sucralfaat #1254600 #34250 #73387 #1635800 #36.63 #17.1 #2.14 #22.29 #0.77 #47.76
2017 #A02BX05 #Bismutsubcitraat #1161 #71.62 #75 #935 #16.21 #15.42 #1.05 #12.41 #1.24 #13.05
2017 #A03AA04 #Mebeverine #4376100 #102160 #429010 #16395800 #42.83 #10.2 #4.2 #38.22 #0.27 #160.5
2017 #A03AB02 #Glycopyrroniumbromide #884680 #2998 #12892 #516030 #295.1 #68.62 #4.3 #40.03 #1.71 #172.1
2017 #A03BA01 #Atropine #62186 #387.4 #1232 #20588 #160.5 #50.47 #3.18 #16.71 #3.02 #53.15
2017 #A03BB01 #Scopolaminebutyl #46103 #4587 #6067 #14713 #10.05 #7.6 #1.32 #2.43 #3.13 #3.21
2017 #A03FA01 #Metoclopramide #517250 #217570 #418630 #3532500 #2.38 #1.24 #1.92 #8.44 #0.15 #16.24
2017 #A03FA03 #Domperidon #787940 #95206 #231450 #3228100 #8.28 #3.4 #2.43 #13.95 #0.24 #33.91
2017 #A04AA01 #Ondansetron #2313100 #51499 #110740 #587280 #44.92 #20.89 #2.15 #5.3 #3.94 #11.4
2017 #A04AA02 #Granisetron #307790 #14554 #36118 #209920 #21.15 #8.52 #2.48 #5.81 #1.47 #14.42
2017 #A04AA55 #Palonosetron  combinatiepreparaten #10630 #67.64 #148 #181 #157.1 #71.85 #2.19 #1.22 #58.71 #2.68
2017 #A04AD01 #Scopolamine #145130 #4479 #7229 #43041 #32.4 #20.08 #1.61 #5.95 #3.37 #9.61
2017 #A04AD12 #Aprepitant #2249500 #12010 #41762 #67700 #187.3 #53.86 #3.48 #1.62 #33.23 #5.64
2017 #A05AA01 #Chenodeoxycholzuur #73456 #8.54 #9 #. #8604 #8015 #1.07 #. #. #.
2017 #A05AA02 #Ursodeoxycholzuur #7644000 #15028 #87902 #4171600 #508.6 #86.96 #5.85 #47.46 #1.83 #277.6
2017 #A06AA01 #Paraffine  vloeibaar #840 #20.44 #31 #1752 #41.08 #27.2 #1.51 #56.75 #0.48 #85.72
2017 #A06AB02 #Bisacodyl #66616 #49103 #129960 #1679100 #1.36 #0.51 #2.65 #12.92 #0.04 #34.19
2017 #A06AB05 #Ricinusolie #451 #8.06 #15 #713 #55.97 #29.71 #1.88 #46.95 #0.63 #88.45
2017 #A06AB06 #Sennaglycosiden #373090 #7244 #26666 #1346400 #51.51 #13.99 #3.68 #50.49 #0.28 #185.9
2017 #A06AB58 #Picozwavelzuur (na-zout)  combinatiepreparaten #1022200 #49679 #53847 #61389 #20.58 #18.98 #1.08 #1.14 #16.65 #1.24
2017 #A06AC01 #Psylliumzaad #5321600 #144870 #452920 #18938700 #36.73 #11.75 #3.13 #41.81 #0.28 #130.7
2017 #A06AC03 #Sterculiagom #117590 #1432 #5219 #382670 #82.11 #22.53 #3.64 #73.33 #0.31 #267.2
2017 #A06AD10 #Mineralen  combinatiepreparaten #271140 #15030 #15873 #5366 #18.04 #17.08 #1.06 #0.34 #50.53 #0.36
2017 #A06AD11 #Lactulose #1335800 #71545 #235010 #21150200 #18.67 #5.68 #3.28 #90 #0.06 #295.6
2017 #A06AD12 #Lactitol #176390 #5620 #16654 #1201600 #31.38 #10.59 #2.96 #72.15 #0.15 #213.8
2017 #A06AD13 #Natriumsulfaat #2183 #6.92 #12 #234 #315.2 #182.4 #1.73 #19.59 #9.31 #33.86
2017 #A06AD15 #Macrogol #4783500 #79189 #225770 #13416000 #60.41 #21.19 #2.85 #59.42 #0.36 #169.4
2017 #A06AD17 #Natriumfosfaat #26605 #1052 #1175 #1457 #25.28 #22.65 #1.12 #1.24 #18.26 #1.38
2017 #A06AD19 #Magnesiumcitraat #34 #2.34 #6 #527 #14.36 #5.74 #2.5 #89.99 #0.06 #225
2017 #A06AD65 #Macrogol  combinatiepreparaten #20840000 #1135000 #2378200 #55228800 #18.36 #8.76 #2.09 #23.22 #0.38 #48.65
2017 #A06AG10 #Docusinezuur (na-zout)  incl combinatiepreparaten #44908 #4721 #10295 #105590 #9.51 #4.36 #2.18 #10.26 #0.43 #22.36
2017 #A06AG11 #Natriumlaurylsulfoacetaat  incl combinatiepreparaten #660020 #17934 #42754 #219500 #36.8 #15.44 #2.38 #5.13 #3.01 #12.24
2017 #A06AH01 #Methylnaltrexon #538870 #458.2 #1133 #26510 #1176 #475.4 #2.47 #23.39 #20.33 #57.86
2017 #A06AH03 #Naloxegol #25412 #125.3 #184 #4771 #202.8 #137.9 #1.47 #25.9 #5.33 #38.07
2017 #A06AX04 #Linaclotide #359350 #1416 #4358 #220720 #253.8 #82.45 #3.08 #50.64 #1.63 #155.9
2017 #A07AA01 #Neomycine #5224 #50.83 #133 #1071 #102.8 #39.4 #2.61 #8.08 #4.88 #21.06
2017 #A07AA02 #Nystatine #1107300 #69739 #115410 #779350 #15.88 #9.6 #1.65 #6.75 #1.42 #11.18
2017 #A07AA07 #Amfotericine b #24006 #1514 #2665 #61644 #15.86 #9.01 #1.76 #23.13 #0.39 #40.72
2017 #A07AA09 #Vancomycine #482860 #594.8 #1110 #6611 #811.7 #435 #1.87 #5.96 #73.04 #11.11
2017 #A07AA11 #Rifaximine #1228300 #591.2 #3667 #201430 #2078 #334.9 #6.2 #54.93 #6.1 #340.7
2017 #A07AA12 #Fidaxomicine #101760 #59.24 #70 #659 #1718 #1458 #1.18 #9.44 #154.5 #11.12
2017 #A07AA51 #Neomycine  combinatiepreparaten #29619 #120.1 #156 #487 #246.7 #189.6 #1.3 #3.12 #60.79 #4.06
2017 #A07AC01 #Miconazol #117820 #49792 #71601 #139620 #2.37 #1.65 #1.44 #1.95 #0.84 #2.8
2017 #A07BB__ #Bismutpreparaten #-1.73 #2 #2 #117 #-0.865 #-0.865 #1 #58.28 #-0.014843415 #58.28
2017 #A07DA02 #Opium #10577 #31.46 #80 #9471 #336.2 #132.5 #2.54 #118.7 #1.12 #301
2017 #A07DA03 #Loperamide #702640 #21800 #107920 #1905400 #32.23 #6.51 #4.95 #17.66 #0.37 #87.41
2017 #A07DA05 #Loperamide-oxide #273350 #8462 #21951 #251310 #32.3 #12.45 #2.59 #11.45 #1.09 #29.7
2017 #A07EA01 #Prednisolon #39031 #366.3 #868 #16218 #106.5 #44.96 #2.37 #18.68 #2.41 #44.27
2017 #A07EA04 #Betamethason #18010 #151.1 #401 #7127 #119.2 #44.91 #2.65 #17.77 #2.53 #47.16
2017 #A07EA06 #Budesonide #6742400 #18772 #72560 #2131000 #359.2 #92.92 #3.87 #29.37 #3.16 #113.5
2017 #A07EA07 #Beclometason #593020 #2434 #5952 #201020 #243.7 #99.63 #2.45 #33.77 #2.95 #82.59
2017 #A07EB01 #Cromoglicinezuur #762080 #1122 #3021 #115580 #679.5 #252.3 #2.69 #38.26 #6.59 #103
2017 #A07EC01 #Sulfasalazine #1612100 #16552 #91671 #3824800 #97.39 #17.59 #5.54 #41.72 #0.42 #231.1
2017 #A07EC02 #Mesalazine #24306500 #50682 #231620 #21021700 #479.6 #104.9 #4.57 #90.76 #1.16 #414.8
2017 #A07EC03 #Olsalazine #69709 #158.8 #897 #53288 #438.9 #77.69 #5.65 #59.39 #1.31 #335.5
2017 #A07E___ #Anti-inflammatoire darmmiddelen #3076200 #3993 #11770 #231270 #770.4 #261.4 #2.95 #19.65 #13.3 #57.92
2017 #A09AA02 #Multi-enzymen (lipase  protease  enz) #17934200 #15566 #110370 #4355000 #1152 #162.5 #7.09 #39.46 #4.12 #279.8
2017 #A09AB02 #Betaine hydrochloride #29 #1 #1 #250 #28.98 #28.98 #1 #250 #0.12 #250
2017 #A10AB01 #Insuline (humaan) #557990 #2212 #8252 #771150 #252.3 #67.62 #3.73 #93.45 #0.72 #348.6
2017 #A10AB04 #Insuline lispro #7076400 #16009 #71743 #8429200 #442 #98.64 #4.48 #117.5 #0.84 #526.5
2017 #A10AB05 #Insuline aspart #45338800 #142220 #579540 #52062900 #318.8 #78.23 #4.07 #89.83 #0.87 #366.1
2017 #A10AB06 #Insuline glulisine #3839900 #12535 #54910 #4330300 #306.3 #69.93 #4.38 #78.86 #0.89 #345.4
2017 #A10AC01 #Insuline (humaan) #4512500 #28059 #102320 #6532900 #160.8 #44.1 #3.65 #63.85 #0.69 #232.8
2017 #A10AD01 #Insuline (humaan) #526040 #1647 #7611 #768090 #319.4 #69.11 #4.62 #100.9 #0.68 #466.3
2017 #A10AD04 #Insuline lispro #704970 #1623 #8099 #798800 #434.3 #87.04 #4.99 #98.63 #0.88 #492.2
2017 #A10AD05 #Insuline aspart #20541100 #44515 #232300 #22214300 #461.4 #88.43 #5.22 #95.63 #0.92 #499
2017 #A10AD06 #Insuline degludec met insuline aspart #964090 #2524 #10598 #726910 #382 #90.97 #4.2 #68.59 #1.33 #288
2017 #A10AE04 #Insuline glargine #46567900 #129870 #546300 #38143100 #358.6 #85.24 #4.21 #69.82 #1.22 #293.7
2017 #A10AE05 #Insuline detemir #14744500 #37610 #145280 #10607400 #392 #101.5 #3.86 #73.01 #1.39 #282
2017 #A10AE06 #Insuline degludec #13313200 #29555 #121960 #8939600 #450.5 #109.2 #4.13 #73.3 #1.49 #302.5
2017 #A10AE54 #Insuline glargine met lixisenatide #85617 #160.2 #485 #. #534.4 #176.7 #3.02 #. #. #.
2017 #A10AE56 #Insuline degludec met liraglutide #1570500 #1911 #8160 #308090 #821.9 #192.5 #4.27 #37.76 #5.1 #161.2
2017 #A10BA02 #Metformine #8526600 #648470 #6077000 #155208000 #13.15 #1.4 #9.37 #25.54 #0.05 #239.3
2017 #A10BB01 #Glibenclamide #50874 #2606 #21972 #815470 #19.52 #2.32 #8.43 #37.11 #0.06 #312.9
2017 #A10BB03 #Tolbutamide #1361400 #48790 #543140 #13363900 #27.9 #2.51 #11.13 #24.61 #0.1 #273.9
2017 #A10BB09 #Gliclazide #4250400 #195140 #1784600 #98363300 #21.78 #2.38 #9.15 #55.12 #0.04 #504.1
2017 #A10BB12 #Glimepiride #872180 #62800 #601940 #39924200 #13.89 #1.45 #9.59 #66.33 #0.02 #635.7
2017 #A10BD02 #Metformine met sulfonylureumderivaten #31994 #320.9 #1622 #116280 #99.69 #19.72 #5.06 #71.67 #0.28 #362.3
2017 #A10BD05 #Metformine met pioglitazon #59262 #152.6 #893 #42638 #388.4 #66.35 #5.85 #47.73 #1.39 #279.5
2017 #A10BD07 #Metformine met sitagliptine #1843400 #5462 #40155 #1523300 #337.5 #45.91 #7.35 #37.93 #1.21 #278.9
2017 #A10BD08 #Metformine met vildagliptine #1514300 #4274 #29424 #1257000 #354.3 #51.47 #6.88 #42.72 #1.2 #294.1
2017 #A10BD10 #Metformine met saxagliptine #13132 #46.11 #161 #10611 #284.8 #81.81 #3.48 #66.1 #1.24 #230.1
2017 #A10BD11 #Metformine met linagliptine #63208 #191.8 #893 #48752 #329.6 #70.79 #4.66 #54.6 #1.3 #254.2
2017 #A10BD15 #Metformine met dapagliflozine #90691 #235.1 #1324 #63105 #385.7 #68.51 #5.63 #47.67 #1.44 #268.4
